"","setting","date","indicator","dimension","measure","estimate","se","lowerci","upperci"
"81","Tonga",2019,"vdpt","Economic status (wealth quintile)","Absolute concentration index",-2.38319069116846,1.26347252198411,-4.8595513297133,0.0931699473763854
"82","Tunisia",2018,"vdpt","Economic status (wealth quintile)","Absolute concentration index",-6.30245289387154,1.11664831154931,-8.49104336790566,-4.11386241983743
"83","Turkmenistan",2015,"vdpt","Economic status (wealth quintile)","Absolute concentration index",-1.15516624422972,0.608062834957932,-2.34694750108458,0.0366150126251528
"84","Türkiye",2018,"vdpt","Economic status (wealth quintile)","Absolute concentration index",3.69917136095111,1.14793494574882,1.44926021068849,5.94908251121373
"85","Uganda",2016,"vdpt","Economic status (wealth quintile)","Absolute concentration index",0.130755675747641,0.347379839228055,-0.550096298094661,0.811607649589942
"86","United Republic of Tanzania",2022,"vdpt","Economic status (wealth quintile)","Absolute concentration index",2.29613670265461,0.388732216289201,1.53423555909734,3.05803784621188
"87","Uzbekistan",2021,"vdpt","Economic status (wealth quintile)","Absolute concentration index",-1.43268841807429,0.577432732964972,-2.56443577818017,-0.300941057968413
"88","Viet Nam",2020,"vdpt","Economic status (wealth quintile)","Absolute concentration index",1.72186904841753,1.33791728197918,-0.900400638555383,4.34413873539044
"89","Yemen",2022,"vdpt","Economic status (wealth quintile)","Absolute concentration index",2.70781557548942,0.840532256361753,1.0604026251762,4.35522852580264
"90","Zambia",2018,"vdpt","Economic status (wealth quintile)","Absolute concentration index",1.54965173555474,0.0525291004002136,1.44669659063004,1.65260688047945
"91","Zimbabwe",2019,"vdpt","Economic status (wealth quintile)","Absolute concentration index",1.72671887825607,0.292818605324253,1.15280495781728,2.30063279869485
"92","occupied Palestinian territory",2019,"vdpt","Economic status (wealth quintile)","Absolute concentration index",-1.5895752821304,0.995157732013636,-3.54004859581369,0.360898031552892
"93","Afghanistan",2022,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-6.74527142106975,0.804731173238959,-8.32251553785477,-5.16802730428472
"94","Albania",2017,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-0.139086820948941,0.142079613773442,-0.417557746882249,0.139384104984367
"95","Algeria",2019,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-0.566844528272611,0.3816835345363,-1.31493050945571,0.181241452910487
"96","Angola",2015,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-10.2395880127959,1.10883318956987,-12.4128611292156,-8.06631489637631
"97","Armenia",2016,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-0.333132789119514,0.23016927335119,-0.784256275235602,0.117990696996573
"98","Bangladesh",2017,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-0.314812230974348,0.18866894368555,-0.684596565599242,0.0549721036505452
"99","Belize",2016,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",0.94194848582712,1.66740837872569,-2.32611188399555,4.21000885564979
"100","Benin",2021,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-4.70776470236091,0.322808307220513,-5.34045735842345,-4.07507204629836
"101","Burkina Faso",2021,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-0.678552543439956,0.457980340513264,-1.57617751647334,0.21907242959343
"102","Burundi",2016,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-0.238880696250649,0.1376694878105,-0.508707934129306,0.0309465416280069
"103","Cambodia",2021,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-1.48129335520405,0.629856948448763,-2.71579028957593,-0.246796420832173
"104","Cameroon",2018,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-4.53204950039448,0.56509116386983,-5.63960782956117,-3.42449117122779
"105","Central African Republic",2019,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-7.44172027272332,1.48495096896685,-10.3521706907062,-4.53126985474043
"106","Chad",2014,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-3.0681119551246,1.54388318869665,-6.0940674013069,-0.0421565089423077
"107","Comoros",2022,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-4.00362271404053,1.11715400219591,-6.1932043235293,-1.81404110455176
"108","Congo",2014,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-4.08556115641349,1.42241454577906,-6.87344243722634,-1.29767987560063
"109","Costa Rica",2018,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-0.724551798396803,0.282633779366533,-1.27850382676965,-0.170599770023958
"110","Cuba",2019,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-0.965331953267223,0.163838046026248,-1.28644862277608,-0.64421528375836
"111","Côte d'Ivoire",2021,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",0.370701662397379,1.07897953848662,-1.74405937309204,2.4854626978868
"112","Democratic Republic of the Congo",2017,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-6.5486544514628,0.682474043748817,-7.88627899759389,-5.21102990533171
"113","Dominican Republic",2019,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-0.827596132079907,0.645005196019801,-2.09178308611991,0.4365908219601
"114","Ecuador",2018,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-0.374444439855444,0.189950774899485,-0.746741117493909,-0.00214776221697904
"115","Egypt",2014,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-0.15958151638392,0.0410401479333063,-0.240018728253396,-0.0791443045144437
"116","El Salvador",2014,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",0.241663911292187,0.339576648925118,-0.423894090591846,0.90722191317622
"117","Eswatini",2021,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-1.21926127425572,0.28149323079003,-1.770977868496,-0.667544680015436
"118","Ethiopia",2019,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-6.5115853639022,1.65282154642572,-9.75105606776841,-3.272114660036
"119","Fiji",2021,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-0.541081885432288,0.526676040264166,-1.57334795587022,0.491184185005644
"120","Gabon",2019,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-2.15325880731315,1.23384156482274,-4.57154383699426,0.265026222367956
"121","Gambia",2019,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",0.22025193427584,0.327533888500676,-0.421702690901843,0.862206559453522
"122","Ghana",2022,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-1.03247353614156,0.467013908284513,-1.94780397665849,-0.117143095624619
"123","Guatemala",2015,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-0.209639528130782,0.0776088700629275,-0.361750118334969,-0.0575289379265954
"124","Guinea",2018,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-7.00004756295837,1.06188242337669,-9.0812988685928,-4.91879625732393
"125","Guinea-Bissau",2019,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",0.107694672589178,0.698347949924906,-1.26104215794102,1.47643150311937
"126","Haiti",2016,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-4.04304945933945,0.321484448380944,-4.67314739975583,-3.41295151892308
"127","Honduras",2019,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",0.148745169951401,0.490125798597534,-0.811883743193697,1.1093740830965
"128","India",2020,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-0.646114039739163,0.187316747094343,-1.01324811774527,-0.278979961733053
"129","Indonesia",2017,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-1.86558038293262,0.275602283596265,-2.40575093283829,-1.32540983302694
"130","Iraq",2018,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-2.14512686524398,0.68656236182434,-3.49076436756045,-0.799489362927519
"131","Jordan",2017,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-0.57283919352992,0.44645019350736,-1.44786549369528,0.302187106635443
"132","Kazakhstan",2015,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",0.931878014572982,0.404077546661686,0.139900576154776,1.72385545299119
"133","Kenya",2022,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-0.494993957773949,0.180336341788361,-0.848446692782842,-0.141541222765056
"134","Kiribati",2019,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-0.489465729660458,1.67804844241277,-3.77838024110301,2.7994487817821
"135","Kyrgyzstan",2018,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",1.43771000856384,1.21435916253262,-0.942390214296315,3.817810231424
"136","Lao People's Democratic Republic",2017,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-5.65156565766657,0.803548529860909,-7.22649183602406,-4.07663947930908
"137","Lesotho",2018,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-1.81822842898235,1.09652700097902,-3.96738185897694,0.330925001012242
"138","Liberia",2019,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-1.25125554373046,0.905504192588412,-3.02601114905377,0.523500061592847
"139","Madagascar",2021,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-5.27001490801892,0.704446908030844,-6.65070547677997,-3.88932433925787
"140","Malawi",2020,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-0.658960423786525,0.137802568855637,-0.929048495720674,-0.388872351852377
"141","Maldives",2016,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",0.470144434690636,1.43755517300291,-2.34741193018432,3.28770079956559
"142","Mali",2018,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-3.75463796202739,0.441395114686647,-4.61975648976514,-2.88951943428963
"143","Mauritania",2020,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-1.80010456196489,0.634194082428082,-3.04310212273236,-0.557107001197424
"144","Mexico",2019,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",0.226690744883457,0.133160019666251,-0.0342980978430404,0.487679587609954
"145","Mongolia",2018,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-0.184956982785685,0.305089851535066,-0.782922103843087,0.413008138271717
"146","Montenegro",2013,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-0.837256361687044,1.11123011661592,-3.01522736879049,1.3407146454164
"147","Mozambique",2022,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-7.66509324182782,0.547086570675887,-8.73736321677808,-6.59282326687755
"148","Myanmar",2016,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-3.390858657594,1.36881476428828,-6.0736862971057,-0.708031018082287
"149","Namibia",2013,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",1.65084454814703,0.348187273797681,0.968410031628393,2.33327906466568
"150","Nepal",2022,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-1.09060636472278,0.456382555771152,-1.98509973720658,-0.196112992238983
"151","Niger",2021,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-0.886798159344357,0.765926107436578,-2.38798574473901,0.614389426050292
"152","Nigeria",2021,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-8.46005091943895,0.457372223116806,-9.35648400427691,-7.56361783460099
"153","North Macedonia",2019,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-0.518873980259586,1.48709804267406,-3.43353258538075,2.39578462486158
"154","Pakistan",2017,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-5.22832515276686,0.90976461158273,-7.01143102587808,-3.44521927965563
"155","Papua New Guinea",2017,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-8.89173136676948,0.757062592222031,-10.3755467815672,-7.40791595197177
"156","Paraguay",2016,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-0.071262612362122,0.707487673385787,-1.4579129717043,1.31538774698006
"157","Peru",2022,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-0.745836867380514,0.641509048127869,-2.00317149746771,0.511497762706681
"158","Philippines",2022,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-3.45545499517455,1.09702332756636,-5.6055812074049,-1.30532878294419
"159","Rwanda",2019,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",0.136172288988202,0.110929676529802,-0.0812458818268884,0.353590459803293
"160","Samoa",2020,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-1.62005592081717,0.62287570288893,-2.84086986532454,-0.399241976309793
"161","Sao Tome and Principe",2019,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-1.06547199380496,0.526140332484122,-2.09668809628777,-0.0342558913221549
"162","Senegal",2019,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-1.40433757525975,0.530825429293308,-2.44473629875264,-0.363938851766849
"163","Serbia",2019,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-1.27321619450149,0.49241444527621,-2.23833077271013,-0.308101616292851
"164","Sierra Leone",2019,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-0.415276166069851,0.398266619637595,-1.19586439680405,0.365312064664347
"165","South Africa",2016,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-0.473974489075081,0.527809614010967,-1.50846232323056,0.560513345080402
"166","Sudan",2014,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-5.99630815770033,1.09706116784304,-8.14650853551013,-3.84610777989053
"167","Suriname",2018,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-1.12019896025257,1.17667651115855,-3.42644254357757,1.18604462307244
"168","Tajikistan",2017,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",0.378625781268204,0.385965604887206,-0.377852903581937,1.13510446611834
"169","Thailand",2022,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-0.655529895427371,0.334204032047957,-1.31055776172944,-0.000502029125305059
"170","Timor-Leste",2016,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-5.09622839652247,0.398923378998853,-5.87810385195124,-4.31435294109369
"171","Togo",2017,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-1.62699101551085,0.679669966409794,-2.95911967104759,-0.294862359974102
"172","Tonga",2019,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",1.60167401599311,0.868990451722143,-0.101515972291478,3.30486400427771
"173","Tunisia",2018,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",1.92726125494343,0.625963144868279,0.70039603535218,3.15412647453469
"174","Turkmenistan",2015,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",0.470637681348697,0.174128881597763,0.129351344748842,0.811924017948553
"175","Türkiye",2018,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-1.61898933875047,0.198471631830049,-2.00798658909026,-1.22999208841068
"176","Uganda",2016,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",0.141909825648454,0.0819581969225146,-0.018725288557516,0.302544939854424
"177","United Republic of Tanzania",2022,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-0.463622932069034,0.317932934281778,-1.08676003276046,0.15951416862239
"178","Uzbekistan",2021,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",0.51329353460835,0.153927547947169,0.211601084403336,0.814985984813365
"179","Viet Nam",2020,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-1.04879283996611,1.07458380634247,-3.15493839876732,1.05735271883509
"180","Yemen",2022,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-2.34960395706074,0.929568068957367,-4.17152389339562,-0.527684020725851
"181","Zambia",2018,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-0.42684018794767,0.0295051880769853,-0.484669293935642,-0.369011081959698
"182","Zimbabwe",2019,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",-1.39349896612857,0.256769278991771,-1.89675750528875,-0.890240426968379
"183","occupied Palestinian territory",2019,"vzdpt","Economic status (wealth quintile)","Absolute concentration index",1.384494656958,0.575787135877619,0.255972607876398,2.5130167060396
"184","Afghanistan",2015,"vdpt","Subnational region - HDI","Absolute concentration index",5.30580481668799,1.77693061190325,1.8230848143309,8.78852481904507
"185","Angola",2016,"vdpt","Subnational region - HDI","Absolute concentration index",6.49483287824419,1.17283193611898,4.19612452353261,8.79354123295577
"186","Armenia",2016,"vdpt","Subnational region - HDI","Absolute concentration index",0.112125721147558,1.23203015908799,-2.30260901853206,2.52686046082717
"187","Bangladesh",2014,"vdpt","Subnational region - HDI","Absolute concentration index",2.28853933883603,0.768745825219301,0.78182520814068,3.79525346953139
